L_ORDERKEY,L_PARTKEY,L_SUPPKEY,L_LINENUMBER,L_QUANTITY,L_EXTENDEDPRICE,L_DISCOUNT,L_TAX,L_RETURNFLAG,L_LINESTATUS,L_SHIPDATE,L_COMMITDATE,L_RECEIPTDATE,L_SHIPINSTRUCT,L_SHIPMODE,L_COMMENT
12964,1401,44,2,40,611,0.1,0.02,A,O,1992-12-27,1993-02-18,1992-12-28,DELIVER IN PERSON,RAIL,check packaging carefully
18926,648,89,7,35,908,0.01,0.04,N,F,1995-08-05,1995-09-08,1995-08-16,DELIVER IN PERSON,RAIL,check packaging carefully
9171,1358,47,3,34,265,0.04,0.02,A,O,1998-01-16,1998-03-12,1998-01-28,COLLECT COD,MAIL,urgent delivery needed
8881,253,71,6,25,223,0.03,0.06,N,O,1997-12-09,1998-01-23,1997-12-22,NONE,TRUCK,check packaging carefully
1796,163,98,3,25,966,0.03,0.06,N,F,1997-01-07,1997-01-29,1997-01-23,TAKE BACK RETURN,REG AIR,urgent delivery needed
4875,1741,29,6,27,611,0.1,0.01,A,O,1992-06-09,1992-06-19,1992-06-18,TAKE BACK RETURN,RAIL,fragile items inside
2483,1138,10,2,10,534,0.03,0.08,A,F,1995-04-30,1995-06-20,1995-05-25,NONE,RAIL,urgent delivery needed
19479,544,97,6,45,67,0.0,0.01,R,O,1995-04-24,1995-05-10,1995-05-19,NONE,RAIL,check packaging carefully
5015,1617,73,1,36,171,0.01,0.04,R,O,1994-09-16,1994-10-12,1994-09-29,NONE,REG AIR,fragile items inside
2943,1716,91,6,22,312,0.02,0.04,R,F,1992-01-17,1992-03-14,1992-01-27,TAKE BACK RETURN,FOB,check packaging carefully
8409,494,93,4,11,579,0.02,0.01,R,O,1993-01-17,1993-03-08,1993-02-03,DELIVER IN PERSON,TRUCK,fragile items inside
15947,270,76,3,33,688,0.01,0.01,A,F,1994-07-02,1994-08-26,1994-07-11,NONE,FOB,customer compliant regarding quality
8591,148,66,3,6,483,0.03,0.01,R,F,1994-01-16,1994-02-19,1994-02-07,TAKE BACK RETURN,MAIL,delayed by supplier
19514,1799,81,4,17,470,0.01,0.01,A,O,1996-01-05,1996-02-06,1996-01-19,NONE,SHIP,regular customer request
18051,235,84,3,45,869,0.04,0.0,R,O,1996-09-11,1996-10-13,1996-09-24,TAKE BACK RETURN,AIR,check packaging carefully
9708,451,93,3,16,31,0.1,0.04,R,O,1995-10-20,1995-12-15,1995-11-15,COLLECT COD,REG AIR,urgent delivery needed
15119,1241,92,4,44,235,0.1,0.0,N,O,1993-11-30,1994-01-19,1993-12-07,TAKE BACK RETURN,REG AIR,urgent delivery needed
12063,819,70,5,10,342,0.02,0.01,R,F,1994-04-30,1994-06-05,1994-05-03,NONE,AIR,customer compliant regarding quality
1973,1730,62,1,13,269,0.1,0.0,R,F,1997-07-30,1997-08-15,1997-08-23,NONE,SHIP,delayed by supplier
13975,1905,41,5,42,72,0.04,0.0,N,O,1995-07-25,1995-08-20,1995-08-19,DELIVER IN PERSON,MAIL,check packaging carefully
5660,518,33,7,33,929,0.03,0.01,N,F,1998-11-26,1999-01-08,1998-12-02,COLLECT COD,RAIL,customer compliant regarding quality
4392,33,16,7,39,837,0.05,0.01,R,O,1997-04-28,1997-06-03,1997-05-19,COLLECT COD,FOB,check packaging carefully
6744,861,19,4,24,532,0.01,0.01,R,F,1994-01-20,1994-03-04,1994-02-18,DELIVER IN PERSON,AIR,regular customer request
438,1032,43,5,6,621,0.0,0.04,N,F,1993-12-28,1994-02-25,1994-01-14,TAKE BACK RETURN,REG AIR,regular customer request
12457,1061,32,6,14,232,0.01,0.0,R,F,1994-07-30,1994-08-11,1994-08-16,DELIVER IN PERSON,FOB,check packaging carefully
19646,862,29,5,48,64,0.01,0.04,N,O,1993-02-09,1993-03-16,1993-02-12,COLLECT COD,AIR,delayed by supplier
19470,1584,77,6,22,745,0.0,0.06,A,F,1996-07-29,1996-09-22,1996-08-20,TAKE BACK RETURN,TRUCK,urgent delivery needed
11733,1829,3,1,11,267,0.04,0.08,N,F,1995-09-26,1995-10-15,1995-09-30,TAKE BACK RETURN,REG AIR,delayed by supplier
17188,1304,27,7,26,968,0.03,0.08,N,F,1995-11-06,1995-12-11,1995-11-17,NONE,MAIL,fragile items inside
19135,1663,8,5,44,770,0.02,0.02,N,F,1996-08-17,1996-09-23,1996-08-25,COLLECT COD,FOB,customer compliant regarding quality
15944,958,36,5,26,475,0.04,0.08,N,O,1992-06-01,1992-07-03,1992-06-16,NONE,RAIL,delayed by supplier
3597,1446,29,1,10,49,0.0,0.01,R,F,1998-10-02,1998-10-17,1998-10-08,COLLECT COD,TRUCK,check packaging carefully
15871,84,28,1,40,972,0.0,0.04,R,O,1996-02-08,1996-03-23,1996-03-06,NONE,TRUCK,check packaging carefully
16344,1933,56,3,38,78,0.0,0.06,N,F,1995-04-17,1995-04-27,1995-05-03,DELIVER IN PERSON,AIR,delayed by supplier
7549,282,3,2,21,496,0.02,0.0,A,O,1996-12-10,1996-12-30,1997-01-04,COLLECT COD,FOB,urgent delivery needed
16655,1407,38,2,26,905,0.02,0.04,R,F,1995-02-12,1995-03-27,1995-02-21,COLLECT COD,FOB,delayed by supplier
5255,493,9,5,33,290,0.03,0.08,R,F,1998-04-06,1998-06-02,1998-04-16,DELIVER IN PERSON,SHIP,urgent delivery needed
16845,1019,42,3,12,296,0.05,0.04,R,O,1996-03-08,1996-03-21,1996-03-24,TAKE BACK RETURN,MAIL,customer compliant regarding quality
5583,1056,34,4,29,676,0.04,0.08,R,O,1995-01-13,1995-02-09,1995-02-06,TAKE BACK RETURN,RAIL,customer compliant regarding quality
8259,567,12,2,44,983,0.01,0.08,R,F,1994-04-19,1994-06-12,1994-05-15,TAKE BACK RETURN,AIR,urgent delivery needed
18617,1167,47,6,35,339,0.04,0.06,A,O,1995-02-14,1995-03-25,1995-03-09,NONE,AIR,fragile items inside
7550,1089,73,2,4,614,0.1,0.02,A,O,1992-07-15,1992-07-31,1992-07-20,DELIVER IN PERSON,SHIP,regular customer request
5340,1944,60,6,40,578,0.1,0.08,N,O,1994-08-16,1994-09-13,1994-09-06,DELIVER IN PERSON,REG AIR,regular customer request
13445,16,98,6,3,343,0.05,0.06,N,F,1992-12-12,1992-12-23,1992-12-21,DELIVER IN PERSON,REG AIR,customer compliant regarding quality
515,984,43,5,48,658,0.03,0.01,A,F,1995-10-30,1995-11-15,1995-11-01,DELIVER IN PERSON,AIR,fragile items inside
800,411,22,6,19,928,0.1,0.06,A,F,1992-09-24,1992-10-21,1992-09-29,DELIVER IN PERSON,RAIL,fragile items inside
16529,1206,33,7,47,259,0.0,0.08,A,F,1997-08-03,1997-09-27,1997-08-31,COLLECT COD,REG AIR,delayed by supplier
8020,1894,69,2,38,814,0.1,0.02,N,F,1995-01-16,1995-02-19,1995-02-06,TAKE BACK RETURN,RAIL,customer compliant regarding quality
7946,192,68,5,24,360,0.1,0.06,A,O,1996-05-03,1996-05-23,1996-05-24,COLLECT COD,SHIP,urgent delivery needed
12926,394,64,4,12,471,0.01,0.01,A,O,1998-09-08,1998-10-31,1998-10-02,TAKE BACK RETURN,AIR,regular customer request
14693,1707,60,1,27,502,0.01,0.06,R,O,1994-11-05,1994-12-23,1994-11-06,NONE,REG AIR,customer compliant regarding quality
2290,1820,89,5,45,637,0.02,0.04,A,F,1993-07-19,1993-09-07,1993-07-23,TAKE BACK RETURN,FOB,regular customer request
5969,737,33,3,28,982,0.1,0.06,N,F,1998-11-27,1999-01-01,1998-12-04,TAKE BACK RETURN,SHIP,check packaging carefully
15852,189,66,4,22,609,0.03,0.06,R,O,1996-08-21,1996-09-09,1996-09-11,COLLECT COD,TRUCK,delayed by supplier
18769,1246,67,4,44,894,0.02,0.02,R,O,1992-04-16,1992-06-11,1992-05-01,NONE,SHIP,check packaging carefully
12292,391,99,3,38,21,0.02,0.01,R,F,1997-11-15,1997-12-27,1997-11-24,DELIVER IN PERSON,FOB,customer compliant regarding quality
8645,1793,40,2,27,411,0.1,0.08,N,F,1995-01-09,1995-03-04,1995-01-11,TAKE BACK RETURN,TRUCK,delayed by supplier
2772,931,10,3,13,744,0.0,0.08,N,F,1992-05-11,1992-06-26,1992-05-13,NONE,AIR,fragile items inside
9508,1197,68,3,25,40,0.03,0.01,A,F,1997-07-15,1997-08-27,1997-07-19,COLLECT COD,AIR,regular customer request
4899,1760,57,1,41,57,0.03,0.04,A,F,1993-01-21,1993-02-17,1993-01-23,TAKE BACK RETURN,SHIP,delayed by supplier
2616,1677,78,4,48,977,0.03,0.04,A,F,1994-01-31,1994-02-13,1994-02-27,NONE,MAIL,customer compliant regarding quality
10226,257,60,4,2,914,0.0,0.0,R,O,1992-05-23,1992-06-11,1992-06-15,NONE,TRUCK,fragile items inside
5091,1233,95,7,49,481,0.01,0.08,N,O,1992-11-09,1992-12-31,1992-12-02,COLLECT COD,REG AIR,customer compliant regarding quality
15564,1946,26,5,20,792,0.03,0.04,R,F,1994-09-22,1994-11-12,1994-10-17,TAKE BACK RETURN,SHIP,check packaging carefully
8758,1335,28,1,27,801,0.01,0.08,R,O,1994-01-08,1994-02-28,1994-01-24,DELIVER IN PERSON,TRUCK,delayed by supplier
2756,825,44,1,47,682,0.01,0.01,R,O,1996-11-17,1996-12-24,1996-11-22,TAKE BACK RETURN,REG AIR,customer compliant regarding quality
4192,1651,2,4,1,980,0.05,0.06,R,F,1995-11-08,1995-11-27,1995-12-01,COLLECT COD,RAIL,urgent delivery needed
18426,1141,50,2,31,515,0.04,0.0,A,O,1994-02-08,1994-02-24,1994-02-18,DELIVER IN PERSON,SHIP,regular customer request
4577,897,12,3,39,814,0.01,0.0,A,F,1992-04-30,1992-06-10,1992-05-16,DELIVER IN PERSON,SHIP,urgent delivery needed
2698,1462,64,5,35,767,0.04,0.01,A,F,1996-12-10,1997-01-26,1996-12-22,TAKE BACK RETURN,REG AIR,regular customer request
5215,1678,27,1,3,260,0.01,0.02,N,O,1992-08-18,1992-09-06,1992-08-23,DELIVER IN PERSON,FOB,delayed by supplier
19287,1054,11,7,40,573,0.01,0.01,N,O,1993-04-06,1993-05-04,1993-04-13,DELIVER IN PERSON,MAIL,check packaging carefully
8923,1373,1,4,24,782,0.01,0.02,R,F,1995-12-03,1995-12-24,1995-12-23,DELIVER IN PERSON,AIR,delayed by supplier
10225,355,26,3,36,536,0.03,0.08,R,F,1995-06-01,1995-07-18,1995-06-12,TAKE BACK RETURN,SHIP,delayed by supplier
19136,525,47,4,42,780,0.04,0.02,N,O,1997-04-29,1997-06-24,1997-05-01,NONE,AIR,delayed by supplier
18932,1377,2,6,49,478,0.05,0.04,N,F,1993-03-02,1993-04-11,1993-03-28,COLLECT COD,MAIL,urgent delivery needed
9931,1608,27,5,37,758,0.04,0.06,A,O,1992-06-25,1992-07-10,1992-07-14,NONE,SHIP,check packaging carefully
13127,486,60,1,24,226,0.1,0.01,A,F,1994-09-20,1994-11-03,1994-10-03,COLLECT COD,MAIL,regular customer request
1212,809,58,3,46,663,0.02,0.01,A,F,1992-06-24,1992-07-26,1992-07-09,COLLECT COD,RAIL,delayed by supplier
1872,610,22,5,31,150,0.01,0.02,N,F,1995-08-20,1995-09-11,1995-08-27,TAKE BACK RETURN,REG AIR,fragile items inside
145,708,12,7,26,646,0.04,0.02,R,F,1994-07-29,1994-09-01,1994-08-14,TAKE BACK RETURN,AIR,check packaging carefully
14841,1253,94,2,24,747,0.01,0.06,R,F,1997-10-17,1997-11-30,1997-11-08,NONE,FOB,delayed by supplier
516,207,47,4,15,24,0.04,0.02,R,F,1992-04-25,1992-06-03,1992-05-16,TAKE BACK RETURN,SHIP,fragile items inside
6571,1539,56,5,37,940,0.05,0.01,A,O,1994-01-01,1994-02-22,1994-01-27,TAKE BACK RETURN,REG AIR,delayed by supplier
2264,1587,98,1,48,880,0.02,0.0,A,F,1993-06-03,1993-07-23,1993-06-08,DELIVER IN PERSON,REG AIR,delayed by supplier
1297,1833,28,6,38,576,0.04,0.06,N,O,1994-04-25,1994-05-06,1994-05-03,COLLECT COD,RAIL,fragile items inside
16289,113,84,7,26,827,0.05,0.06,N,O,1994-03-08,1994-05-06,1994-03-23,DELIVER IN PERSON,RAIL,delayed by supplier
13045,1558,27,1,47,112,0.01,0.02,R,O,1993-12-20,1994-01-17,1994-01-17,DELIVER IN PERSON,TRUCK,check packaging carefully
19346,772,41,2,32,984,0.01,0.04,A,O,1995-01-27,1995-02-08,1995-02-08,TAKE BACK RETURN,MAIL,regular customer request
13373,44,19,5,7,152,0.02,0.01,N,F,1995-10-16,1995-11-23,1995-10-31,DELIVER IN PERSON,REG AIR,urgent delivery needed
17800,73,36,5,22,247,0.01,0.0,N,F,1992-03-13,1992-05-09,1992-03-20,COLLECT COD,RAIL,customer compliant regarding quality
1307,1219,97,5,45,625,0.05,0.04,N,F,1997-02-19,1997-03-08,1997-03-02,DELIVER IN PERSON,FOB,urgent delivery needed
9290,360,60,2,6,643,0.1,0.02,R,O,1996-09-18,1996-10-16,1996-10-07,TAKE BACK RETURN,TRUCK,urgent delivery needed
9834,1415,8,1,17,26,0.1,0.08,N,F,1998-09-16,1998-09-27,1998-09-29,COLLECT COD,SHIP,customer compliant regarding quality
8131,1986,73,7,26,360,0.05,0.06,N,O,1998-12-25,1999-01-13,1998-12-29,TAKE BACK RETURN,FOB,fragile items inside
17010,283,5,4,35,960,0.02,0.0,N,F,1994-05-19,1994-06-02,1994-06-06,DELIVER IN PERSON,TRUCK,regular customer request
14137,631,92,4,33,659,0.1,0.01,N,F,1996-06-28,1996-07-23,1996-07-18,TAKE BACK RETURN,REG AIR,delayed by supplier
14038,968,20,6,10,273,0.02,0.02,N,O,1992-04-03,1992-04-22,1992-04-13,TAKE BACK RETURN,SHIP,check packaging carefully
19588,641,69,5,29,183,0.01,0.0,N,O,1994-11-03,1994-11-14,1994-11-22,DELIVER IN PERSON,FOB,customer compliant regarding quality
12130,1292,41,4,24,26,0.03,0.04,N,F,1998-12-04,1999-01-27,1998-12-08,COLLECT COD,MAIL,urgent delivery needed
4232,664,20,4,13,745,0.03,0.08,N,O,1992-06-07,1992-07-21,1992-06-19,DELIVER IN PERSON,FOB,fragile items inside
1739,1404,35,2,36,165,0.01,0.02,R,F,1993-08-20,1993-09-24,1993-09-16,NONE,REG AIR,urgent delivery needed
15841,1107,74,4,13,257,0.0,0.0,N,O,1998-07-26,1998-09-17,1998-08-19,COLLECT COD,FOB,delayed by supplier
8626,1102,1,6,21,930,0.04,0.02,R,O,1997-05-03,1997-06-24,1997-05-17,TAKE BACK RETURN,SHIP,urgent delivery needed
9552,392,74,5,20,293,0.1,0.06,R,O,1997-04-22,1997-05-23,1997-04-26,DELIVER IN PERSON,AIR,customer compliant regarding quality
6186,1164,98,5,27,330,0.01,0.06,N,F,1994-12-27,1995-01-13,1995-01-07,DELIVER IN PERSON,MAIL,check packaging carefully
15969,110,94,6,36,132,0.01,0.02,N,F,1995-08-28,1995-10-21,1995-09-25,NONE,AIR,check packaging carefully
16558,1675,97,7,3,21,0.04,0.08,A,O,1998-06-21,1998-07-27,1998-07-14,TAKE BACK RETURN,MAIL,urgent delivery needed
19140,356,58,1,8,10,0.03,0.04,R,O,1993-07-21,1993-09-15,1993-07-29,DELIVER IN PERSON,MAIL,customer compliant regarding quality
471,1920,70,4,8,967,0.1,0.01,A,O,1996-10-05,1996-11-08,1996-10-23,DELIVER IN PERSON,FOB,delayed by supplier
15117,554,23,2,17,797,0.01,0.06,R,O,1992-06-21,1992-08-03,1992-07-01,NONE,TRUCK,fragile items inside
2235,917,92,3,13,959,0.1,0.01,R,F,1996-07-13,1996-09-03,1996-08-05,TAKE BACK RETURN,FOB,fragile items inside
9358,412,15,4,2,276,0.04,0.06,R,F,1993-01-23,1993-02-14,1993-02-11,TAKE BACK RETURN,TRUCK,fragile items inside
4963,670,15,3,14,354,0.04,0.0,A,O,1995-01-29,1995-03-01,1995-02-10,COLLECT COD,TRUCK,check packaging carefully
13205,850,46,4,37,852,0.0,0.01,A,F,1997-10-07,1997-11-05,1997-10-24,DELIVER IN PERSON,MAIL,fragile items inside
16884,1752,74,4,49,885,0.05,0.04,N,O,1994-11-19,1995-01-17,1994-12-04,TAKE BACK RETURN,REG AIR,urgent delivery needed
6672,1134,34,1,28,201,0.01,0.08,R,F,1993-12-07,1994-01-16,1993-12-15,DELIVER IN PERSON,AIR,fragile items inside
13309,1049,77,6,48,446,0.03,0.0,R,F,1992-03-31,1992-05-17,1992-04-09,COLLECT COD,SHIP,regular customer request
6636,128,50,6,31,791,0.02,0.08,R,O,1995-05-20,1995-06-18,1995-06-04,NONE,AIR,customer compliant regarding quality
2157,1803,70,2,49,695,0.03,0.01,R,F,1993-06-11,1993-08-08,1993-07-06,TAKE BACK RETURN,FOB,customer compliant regarding quality
13912,446,15,6,25,685,0.0,0.0,A,O,1996-12-25,1997-02-08,1997-01-20,NONE,AIR,check packaging carefully
10416,153,52,2,4,914,0.0,0.01,R,F,1994-01-05,1994-02-24,1994-01-21,COLLECT COD,SHIP,delayed by supplier
19191,1950,34,7,33,712,0.0,0.04,R,F,1993-03-24,1993-04-23,1993-04-15,COLLECT COD,REG AIR,fragile items inside
11209,1025,81,2,36,567,0.03,0.0,A,F,1998-08-26,1998-10-19,1998-09-07,COLLECT COD,AIR,regular customer request
19228,90,6,1,34,385,0.04,0.06,R,F,1996-03-17,1996-04-08,1996-04-07,TAKE BACK RETURN,SHIP,customer compliant regarding quality
3512,164,83,3,11,632,0.05,0.04,R,O,1993-07-06,1993-08-02,1993-07-28,NONE,FOB,regular customer request
79,999,24,6,38,526,0.03,0.08,A,O,1995-08-13,1995-09-18,1995-08-14,COLLECT COD,RAIL,fragile items inside
12436,641,58,4,46,661,0.02,0.04,N,F,1996-05-25,1996-06-28,1996-06-14,NONE,AIR,check packaging carefully
16416,736,99,2,10,356,0.01,0.08,R,F,1996-03-06,1996-04-25,1996-03-22,TAKE BACK RETURN,MAIL,check packaging carefully
18287,19,84,4,1,178,0.02,0.01,N,F,1994-06-08,1994-07-17,1994-06-25,DELIVER IN PERSON,AIR,regular customer request
8402,1540,49,2,15,933,0.05,0.04,A,F,1992-12-06,1992-12-22,1992-12-31,NONE,FOB,delayed by supplier
18422,820,53,4,20,899,0.0,0.02,N,O,1996-06-30,1996-08-26,1996-07-19,COLLECT COD,FOB,customer compliant regarding quality
18598,1159,6,1,26,129,0.05,0.02,N,O,1997-07-01,1997-08-29,1997-07-27,DELIVER IN PERSON,AIR,urgent delivery needed
16313,1108,42,5,21,393,0.1,0.06,R,F,1996-01-15,1996-02-22,1996-01-26,TAKE BACK RETURN,MAIL,regular customer request
4927,905,37,1,23,14,0.04,0.01,A,F,1995-10-12,1995-11-15,1995-10-19,COLLECT COD,SHIP,check packaging carefully
165,109,70,3,15,781,0.0,0.06,R,F,1996-12-06,1997-01-12,1997-01-02,TAKE BACK RETURN,FOB,check packaging carefully
16583,1610,39,2,49,130,0.03,0.02,N,O,1996-05-12,1996-06-30,1996-06-03,DELIVER IN PERSON,TRUCK,customer compliant regarding quality
15552,954,90,7,27,696,0.05,0.01,N,O,1996-03-17,1996-05-11,1996-03-25,NONE,REG AIR,delayed by supplier
409,1219,97,6,11,374,0.03,0.01,R,F,1992-01-30,1992-02-12,1992-02-10,COLLECT COD,TRUCK,regular customer request
15362,1678,38,2,26,305,0.05,0.04,N,O,1995-05-03,1995-06-21,1995-05-04,TAKE BACK RETURN,TRUCK,regular customer request
18490,1150,69,6,29,662,0.01,0.0,R,F,1994-08-31,1994-09-26,1994-09-12,COLLECT COD,FOB,check packaging carefully
5116,1201,67,2,33,708,0.04,0.06,N,F,1997-02-03,1997-03-05,1997-02-26,DELIVER IN PERSON,SHIP,customer compliant regarding quality
4711,533,50,4,11,390,0.02,0.04,A,O,1994-10-16,1994-10-26,1994-11-01,TAKE BACK RETURN,FOB,regular customer request
2951,695,21,1,33,214,0.02,0.06,A,F,1998-01-12,1998-02-08,1998-02-05,TAKE BACK RETURN,RAIL,fragile items inside
10198,365,19,4,16,66,0.01,0.02,N,O,1995-07-25,1995-08-19,1995-08-06,NONE,FOB,delayed by supplier
4272,1697,8,3,14,636,0.01,0.04,N,O,1992-04-10,1992-05-12,1992-05-02,TAKE BACK RETURN,SHIP,check packaging carefully
7106,1746,83,3,29,588,0.05,0.0,R,O,1998-03-02,1998-04-25,1998-03-13,NONE,FOB,delayed by supplier
2345,1221,20,6,16,263,0.03,0.04,N,F,1994-01-08,1994-02-17,1994-01-11,COLLECT COD,FOB,check packaging carefully
7218,51,12,3,12,935,0.01,0.01,A,F,1998-07-03,1998-08-12,1998-07-27,COLLECT COD,REG AIR,fragile items inside
15678,1254,39,7,25,383,0.03,0.04,N,F,1995-09-04,1995-10-07,1995-09-26,NONE,RAIL,regular customer request
16107,1176,14,6,39,120,0.04,0.08,R,F,1997-01-19,1997-02-11,1997-02-14,DELIVER IN PERSON,AIR,regular customer request
7555,844,74,2,38,408,0.0,0.02,A,O,1994-08-08,1994-08-30,1994-09-05,NONE,FOB,delayed by supplier
293,1182,82,7,13,26,0.05,0.0,A,F,1996-07-20,1996-08-07,1996-07-21,TAKE BACK RETURN,SHIP,delayed by supplier
5486,797,46,4,33,97,0.1,0.0,N,F,1996-03-28,1996-05-10,1996-04-23,DELIVER IN PERSON,TRUCK,fragile items inside
8423,385,3,7,25,495,0.01,0.08,A,F,1998-06-13,1998-07-02,1998-07-02,COLLECT COD,TRUCK,fragile items inside
3993,1607,34,5,29,211,0.1,0.0,R,F,1996-12-25,1997-02-06,1997-01-11,TAKE BACK RETURN,AIR,fragile items inside
2438,1071,38,4,3,748,0.05,0.08,A,F,1992-08-11,1992-08-22,1992-08-30,NONE,MAIL,regular customer request
9554,1737,99,3,4,544,0.05,0.02,A,O,1995-04-05,1995-05-11,1995-04-15,COLLECT COD,AIR,regular customer request
3669,621,66,5,43,51,0.1,0.04,N,F,1993-07-15,1993-08-03,1993-08-11,NONE,TRUCK,regular customer request
18504,1295,36,3,13,70,0.01,0.04,R,O,1993-01-01,1993-01-21,1993-01-17,TAKE BACK RETURN,TRUCK,regular customer request
17704,259,75,6,9,892,0.02,0.06,A,O,1992-11-27,1993-01-06,1992-12-25,NONE,REG AIR,check packaging carefully
1618,1501,1,6,7,190,0.01,0.08,N,F,1996-06-29,1996-08-18,1996-07-12,TAKE BACK RETURN,TRUCK,regular customer request
10726,1484,78,4,49,170,0.1,0.06,A,F,1998-04-02,1998-05-22,1998-04-23,NONE,FOB,delayed by supplier
15003,10,80,3,21,778,0.03,0.02,R,F,1997-09-30,1997-10-11,1997-10-06,TAKE BACK RETURN,AIR,fragile items inside
11271,1740,68,4,38,525,0.01,0.02,A,O,1998-07-05,1998-08-15,1998-07-17,TAKE BACK RETURN,REG AIR,check packaging carefully
4734,1247,1,2,10,155,0.03,0.08,N,F,1993-12-02,1993-12-30,1993-12-31,NONE,MAIL,regular customer request
2376,520,75,2,17,470,0.03,0.01,R,O,1995-01-20,1995-03-19,1995-02-14,NONE,SHIP,regular customer request
12035,1849,17,5,17,570,0.05,0.02,A,F,1997-07-15,1997-09-02,1997-07-20,DELIVER IN PERSON,REG AIR,delayed by supplier
6183,541,79,3,17,522,0.1,0.0,N,O,1996-04-30,1996-05-26,1996-05-29,COLLECT COD,REG AIR,regular customer request
6656,534,62,2,45,932,0.02,0.01,R,O,1994-07-29,1994-08-14,1994-08-03,DELIVER IN PERSON,REG AIR,customer compliant regarding quality
7184,1184,94,1,42,505,0.02,0.01,N,O,1998-11-17,1998-12-30,1998-12-01,TAKE BACK RETURN,REG AIR,delayed by supplier
4164,1826,16,7,26,123,0.04,0.06,R,F,1994-06-03,1994-06-27,1994-06-28,NONE,TRUCK,regular customer request
13491,1019,30,3,17,860,0.02,0.01,R,F,1994-09-11,1994-09-25,1994-09-24,COLLECT COD,FOB,regular customer request
1695,698,51,1,8,802,0.0,0.04,A,F,1996-01-13,1996-03-06,1996-02-11,DELIVER IN PERSON,MAIL,customer compliant regarding quality
3524,290,53,5,2,553,0.02,0.04,A,O,1996-08-26,1996-09-16,1996-09-03,DELIVER IN PERSON,MAIL,customer compliant regarding quality
14123,1681,85,5,15,170,0.0,0.02,R,F,1994-06-01,1994-06-13,1994-06-30,TAKE BACK RETURN,REG AIR,check packaging carefully
1899,129,11,3,18,474,0.01,0.02,N,O,1993-01-25,1993-02-17,1993-02-08,NONE,TRUCK,regular customer request
5053,1287,49,1,36,666,0.1,0.08,R,F,1993-10-15,1993-11-10,1993-11-05,DELIVER IN PERSON,MAIL,customer compliant regarding quality
3902,1523,66,5,22,158,0.0,0.02,R,F,1998-08-09,1998-09-19,1998-08-15,COLLECT COD,SHIP,customer compliant regarding quality
7727,1348,24,3,10,214,0.03,0.01,N,O,1998-01-06,1998-01-21,1998-01-12,NONE,TRUCK,customer compliant regarding quality
16236,1124,2,4,47,32,0.05,0.01,N,F,1997-07-22,1997-08-10,1997-07-27,DELIVER IN PERSON,TRUCK,delayed by supplier
1491,339,48,6,41,448,0.01,0.01,N,F,1994-05-09,1994-06-30,1994-06-01,TAKE BACK RETURN,TRUCK,fragile items inside
6409,1061,71,6,16,279,0.03,0.04,R,F,1993-07-16,1993-08-30,1993-07-25,NONE,MAIL,regular customer request
10951,888,79,1,49,96,0.1,0.06,N,O,1996-06-05,1996-07-21,1996-07-02,COLLECT COD,MAIL,customer compliant regarding quality
17304,1082,80,5,43,243,0.01,0.0,R,F,1996-03-14,1996-03-31,1996-03-26,TAKE BACK RETURN,AIR,urgent delivery needed
2080,722,20,2,24,545,0.02,0.08,N,F,1994-04-21,1994-05-28,1994-05-17,DELIVER IN PERSON,TRUCK,delayed by supplier
14969,1391,10,3,10,69,0.03,0.02,A,F,1993-05-28,1993-06-14,1993-05-29,TAKE BACK RETURN,FOB,check packaging carefully
5362,452,19,7,12,566,0.03,0.04,R,O,1997-05-21,1997-07-07,1997-06-16,COLLECT COD,FOB,fragile items inside
19196,1116,54,1,6,949,0.01,0.01,N,O,1994-03-27,1994-05-15,1994-04-13,NONE,RAIL,check packaging carefully
11570,1726,65,1,6,747,0.1,0.0,N,O,1998-10-27,1998-12-25,1998-11-07,DELIVER IN PERSON,REG AIR,fragile items inside
19391,456,34,7,26,659,0.05,0.08,R,O,1993-03-17,1993-04-02,1993-04-08,TAKE BACK RETURN,RAIL,urgent delivery needed
16954,510,23,3,24,872,0.03,0.08,A,O,1994-12-04,1994-12-22,1994-12-25,NONE,REG AIR,delayed by supplier
4254,691,50,3,2,539,0.0,0.06,A,O,1993-11-27,1994-01-14,1993-12-04,COLLECT COD,FOB,fragile items inside
16597,609,88,5,16,611,0.02,0.04,R,O,1995-04-07,1995-04-26,1995-04-27,COLLECT COD,TRUCK,check packaging carefully
12367,1395,51,7,31,567,0.03,0.02,A,O,1994-04-19,1994-06-15,1994-05-09,COLLECT COD,MAIL,check packaging carefully
14799,1896,78,2,24,294,0.05,0.02,R,F,1997-06-01,1997-07-21,1997-06-07,DELIVER IN PERSON,MAIL,customer compliant regarding quality
11262,1767,62,6,12,111,0.05,0.08,R,F,1997-04-21,1997-05-11,1997-05-19,COLLECT COD,AIR,customer compliant regarding quality
4149,16,50,5,38,968,0.02,0.04,R,F,1997-01-13,1997-03-09,1997-02-05,TAKE BACK RETURN,SHIP,customer compliant regarding quality
11744,1803,28,2,21,520,0.04,0.06,N,F,1996-07-16,1996-08-21,1996-08-07,COLLECT COD,RAIL,urgent delivery needed
7214,1754,80,7,7,989,0.1,0.01,N,O,1995-05-14,1995-06-08,1995-06-05,NONE,SHIP,fragile items inside
6811,902,31,5,13,986,0.1,0.0,R,F,1996-05-04,1996-06-17,1996-05-09,DELIVER IN PERSON,AIR,check packaging carefully
